split,sample_idx,query_poi_id,target_poi_id,bucket,target_epoch,traj_len,positive_unique_count,positive_fact_count,parsed_ok,note
train,5314,2936,3917,1,1333532237,5,1,1,True,
train,5315,963,1695,0,1337649082,5,6,17,True,
train,5316,3561,3903,3,1337787827,4,6,18,True,
train,5317,1695,3561,3,1337953949,4,1,1,True,
train,5318,2936,3903,3,1338301302,8,6,19,True,
train,5319,1836,1695,2,1338531937,7,3,9,True,
train,5320,963,1695,0,1338857109,10,6,22,True,
train,5321,2936,1540,4,1339229458,16,1,1,True,
train,5322,2753,1836,0,1339397740,4,4,9,True,
train,5323,1695,3903,3,1339599265,3,6,22,True,
train,5324,2753,1695,0,1333679678,2,1,1,True,
train,5325,3903,1695,7,1340006754,6,1,3,True,
train,5326,3903,963,3,1340236146,2,11,27,True,
train,5327,3903,3903,3,1341328496,7,6,25,True,
train,5328,1695,1695,1,1342179510,13,7,11,True,
train,5329,1695,3376,2,1342605103,13,2,2,True,
train,5330,3903,3561,6,1333803617,2,1,1,True,
train,5331,2753,1695,0,1343611636,11,6,34,True,
train,5332,1695,2753,0,1344217710,2,3,12,True,
train,5333,1881,3173,7,1344743769,6,2,5,True,
train,5334,3903,3903,3,1344944185,2,6,32,True,
train,5335,3903,3903,3,1334301995,20,4,6,True,
train,5336,3173,3561,3,1346854860,2,4,4,True,
train,5337,963,1695,0,1350428775,2,6,36,True,
train,5338,1836,1695,2,1335344094,58,2,4,True,
train,5339,1836,3561,2,1350564599,2,2,2,True,
train,5340,1695,4917,0,1350976019,3,1,1,True,
train,5341,3561,3903,3,1351092011,3,6,33,True,
train,5342,3561,1695,3,1352234369,5,7,14,True,
train,5343,3009,4917,2,1352447140,3,1,1,True,
train,5344,2936,3903,3,1335890642,4,5,10,True,
train,5345,2936,1966,4,1336799416,47,1,1,True,
train,5346,1836,747,3,1337346689,26,1,1,True,
train,5347,2570,2570,1,1337048227,4,1,1,True,
train,5348,613,66,3,1339162609,3,2,2,True,
train,5349,1505,2570,3,1334714875,2,1,1,True,
train,5350,3117,480,6,1335092334,2,3,3,True,
train,5351,4644,4660,3,1333466156,2,1,1,True,
train,5352,4644,4644,5,1337414957,19,2,2,True,
train,5353,4644,4729,3,1337643306,6,3,8,True,
train,5354,4672,4729,3,1337789363,4,3,9,True,
train,5355,4729,4660,0,1338306092,8,4,7,True,
train,5356,4729,2363,0,1339383077,3,2,2,True,
train,5357,4644,4644,0,1339560504,2,3,6,True,
train,5358,4672,4644,3,1340210414,2,5,18,True,
train,5359,4660,4672,4,1344717559,5,1,1,True,
train,5360,4644,4644,0,1344936406,2,3,8,True,
train,5361,4660,4729,3,1334183598,7,1,1,True,
train,5362,4644,4644,6,1335675810,45,1,1,True,
train,5363,4672,4644,3,1336196802,12,4,6,True,
train,5364,4644,4135,3,1336536926,9,2,4,True,
train,5365,4135,4644,3,1336734210,5,5,9,True,
train,5366,649,1154,3,1339118125,3,1,1,True,
train,5367,1154,1608,1,1341330501,3,1,1,True,
train,5368,1154,255,0,1351267345,2,1,1,True,
train,5369,1062,1682,1,1335410577,4,1,1,True,
train,5370,1617,434,5,1335681400,6,1,1,True,
train,5371,1862,1673,0,1336358673,12,1,1,True,
train,5372,1969,1762,7,1336974723,5,1,1,True,
train,5373,2003,2928,5,1337417832,5,1,1,True,
train,5374,1904,2003,2,1337945718,2,1,1,True,
train,5375,2486,1862,7,1333871564,3,1,1,True,
train,5376,2928,2715,2,1338212585,4,1,1,True,
train,5377,1673,1735,4,1338704423,2,1,1,True,
train,5378,1735,2928,6,1339316582,8,3,4,True,
train,5379,2928,1862,7,1340006869,3,2,3,True,
train,5380,1969,1834,0,1341537050,11,1,1,True,
train,5381,4851,2928,0,1341831979,3,2,2,True,
train,5382,4851,2486,2,1342083577,5,1,1,True,
train,5383,2003,4851,6,1342404935,5,2,2,True,
train,5384,2928,4851,7,1343613915,4,1,1,True,
train,5385,2928,4851,7,1344824498,3,1,2,True,
train,5386,2003,2715,7,1345295019,4,1,2,True,
train,5387,1735,2003,6,1347714091,4,2,3,True,
train,5388,1062,1062,1,1350896483,2,2,2,True,
train,5389,1673,2928,4,1334482364,7,1,1,True,
train,5390,2715,2003,6,1351342501,6,3,4,True,
train,5391,4851,4851,1,1351731890,3,1,1,True,
train,5392,170,3594,3,1337103172,8,9,10,True,
train,5393,3911,348,6,1337421130,2,12,13,True,
train,5394,2164,3911,3,1338237697,3,2,2,True,
train,5395,3911,3911,3,1347515054,2,4,4,True,
train,5396,48,3703,3,1334400876,2,1,1,True,
train,5397,558,2164,7,1335185346,3,1,1,True,
train,5398,415,48,7,1335635084,3,6,8,True,
train,5399,715,48,3,1336561861,2,13,22,True,
train,5400,405,814,3,1336187690,5,4,4,True,
train,5401,814,2689,3,1337303706,2,3,5,True,
train,5402,2689,698,5,1333859911,3,1,1,True,
train,5403,2689,2689,7,1339378409,2,2,2,True,
train,5404,104,698,1,1341312405,3,9,10,True,
train,5405,104,826,1,1342158352,2,1,1,True,
train,5406,1307,814,3,1343644903,2,5,5,True,
train,5407,2826,1280,7,1335027667,2,2,2,True,
train,5408,4691,4683,1,1337025488,3,1,1,True,
train,5409,4691,4683,2,1334244478,5,1,1,True,
train,5410,355,4691,7,1334457659,2,1,1,True,
train,5411,4683,4691,3,1335239716,2,3,3,True,
train,5412,1497,111,4,1351419442,8,1,1,True,
train,5413,4881,3609,3,1351751076,3,4,4,True,
train,5414,1102,2873,4,1336185692,4,1,1,True,
train,5415,2873,1102,2,1336798241,4,1,1,True,
train,5416,1102,2873,0,1337212823,9,1,1,True,
train,5417,480,2873,4,1337411278,5,2,2,True,
train,5418,1668,348,0,1337645988,4,34,94,True,
train,5419,1005,1153,0,1337921306,2,2,2,True,
train,5420,1102,58,4,1338094945,3,1,1,True,
train,5421,350,3776,6,1333808148,2,1,1,True,
train,5422,1153,2873,2,1338297469,6,5,5,True,
train,5423,1338,348,0,1338509052,3,37,103,True,
train,5424,2933,2873,7,1338718146,4,3,3,True,
train,5425,2873,1005,0,1339628216,31,1,6,True,
train,5426,2873,1005,0,1340234245,2,1,7,True,
train,5427,2873,1005,0,1341269965,3,1,8,True,
train,5428,1005,2873,0,1350028614,3,4,5,True,
train,5429,3662,2873,0,1350431639,2,5,6,True,
train,5430,1005,1984,2,1350635490,2,2,2,True,
train,5431,192,86,7,1351363143,14,4,6,True,
train,5432,2933,1940,0,1351648455,2,2,14,True,
train,5433,2824,2873,3,1334853968,8,3,3,True,
train,5434,4648,4635,3,1333470955,6,1,1,True,
train,5435,4635,4648,5,1335679564,2,2,2,True,
train,5436,4317,4356,6,1336200898,12,1,2,True,
train,5437,4635,3781,3,1336528974,5,2,3,True,
train,5438,4317,4356,3,1336751826,3,1,14,True,
train,5439,4356,4635,7,1336917799,3,2,5,True,
train,5440,2048,4317,1,1337061529,2,4,9,True,
train,5441,4635,4648,3,1337655176,5,2,9,True,
train,5442,4356,4356,1,1337929221,2,2,9,True,
train,5443,4356,4635,3,1338219796,4,3,14,True,
train,5444,4356,4635,0,1340753028,2,2,4,True,
train,5445,4648,4635,7,1333814395,6,1,1,True,
train,5446,4356,4648,3,1333989448,3,1,2,True,
train,5447,4648,4635,7,1334334784,22,1,2,True,
train,5448,4648,4635,3,1335197918,65,2,7,True,
train,5449,4356,4648,0,1335398291,8,2,3,True,
train,5450,4635,4648,7,1335567301,5,2,5,True,
train,5451,2647,2014,2,1336106106,3,1,1,True,
train,5452,2647,2014,0,1336538148,3,1,3,True,
train,5453,2647,2749,2,1337646582,2,2,2,True,
train,5454,842,2113,1,1333685894,2,1,1,True,
train,5455,2014,2647,1,1337925516,2,3,6,True,
train,5456,2014,2647,1,1338529448,4,4,8,True,
train,5457,1863,2014,1,1345176155,2,3,5,True,
train,5458,2647,2071,0,1351228260,2,1,1,True,
train,5459,2014,2647,2,1334623261,2,1,1,True,
train,5460,2014,2647,1,1334798165,2,1,1,True,
train,5461,2014,2647,1,1335233804,3,1,2,True,
train,5462,2681,2002,1,1351148435,8,6,7,True,
train,5463,2681,4969,5,1351429785,4,1,2,True,
train,5464,780,4155,0,1338293823,2,1,1,True,
train,5465,168,780,3,1339036161,3,3,4,True,
train,5466,780,3552,1,1334657449,18,1,1,True,
train,5467,3552,3552,6,1335689221,13,1,1,True,
train,5468,1682,1576,2,1336207543,4,2,2,True,
train,5469,780,1682,0,1336557812,4,4,13,True,
train,5470,24,780,3,1337220950,9,2,3,True,
train,5471,27,1450,1,1344558268,2,1,1,True,
train,5472,493,1117,2,1351643366,2,1,1,True,
train,5473,4365,1117,6,1336353930,2,1,1,True,
train,5474,179,1117,6,1336955602,4,2,2,True,
train,5475,3717,3717,3,1341804519,5,6,8,True,
train,5476,3717,4128,0,1342071028,5,1,1,True,
train,5477,3717,4417,2,1342193246,3,2,2,True,
train,5478,3528,3528,3,1342521057,2,3,3,True,
train,5479,3739,4311,7,1343416683,3,1,1,True,
train,5480,3739,3528,1,1344569300,8,1,1,True,
train,5481,4311,1190,1,1344944403,7,3,3,True,
train,5482,3717,2669,3,1345267464,3,4,4,True,
train,5483,4417,3739,1,1346906942,7,2,2,True,
train,5484,4417,3717,1,1347585817,2,3,3,True,
train,5485,3739,4311,3,1340214646,2,1,1,True,
train,5486,4311,3528,5,1341631604,23,1,1,True,
train,5487,3169,1833,2,1342594900,5,2,3,True,
train,5488,1833,1833,7,1343622043,2,3,3,True,
train,5489,3158,3158,3,1344673728,4,4,6,True,
train,5490,2573,1833,2,1344945080,5,3,5,True,
train,5491,1833,3158,0,1351247089,5,1,1,True,
train,5492,3158,3158,3,1341469022,9,1,1,True,
train,5493,3158,3158,7,1341718470,7,2,2,True,
train,5494,1833,2573,2,1341825393,2,1,2,True,
train,5495,3456,3158,3,1342201641,8,4,4,True,
train,5496,4923,11,3,1350923043,2,7,7,True,
train,5497,4928,4928,0,1352218474,3,1,1,True,
train,5498,4923,1325,3,1344927082,3,3,3,True,
train,5499,3568,879,2,1337941509,2,1,1,True,
train,5500,3077,484,7,1351337504,3,5,5,True,
train,5501,484,2766,3,1337415724,3,2,2,True,
train,5502,4734,274,7,1335623348,3,1,1,True,
train,5503,244,2384,3,1336091609,3,3,3,True,
train,5504,2076,2384,3,1337041563,16,5,6,True,
train,5505,2384,2076,0,1337338564,6,1,5,True,
train,5506,4842,367,0,1338185233,4,2,2,True,
train,5507,180,2384,2,1338510897,2,3,3,True,
train,5508,3724,2384,6,1333931653,2,1,1,True,
train,5509,2076,2384,3,1339114692,4,7,10,True,
train,5510,2384,2076,0,1339582693,3,1,8,True,
train,5511,4734,2384,3,1334276097,3,1,1,True,
train,5512,2076,1462,2,1341834455,16,3,3,True,
train,5513,2384,2384,0,1342139177,3,2,4,True,
train,5514,538,244,3,1334671711,4,1,1,True,
train,5515,369,2384,3,1334881267,2,2,2,True,
train,5516,977,139,5,1335021658,2,1,1,True,
train,5517,4133,3693,1,1339138351,2,1,1,True,
train,5518,2169,674,7,1339385711,3,3,3,True,
train,5519,390,674,6,1339928231,7,1,1,True,
train,5520,3796,51,2,1341633983,11,1,1,True,
train,5521,2036,1324,1,1343113523,2,1,1,True,
train,5522,4133,404,5,1336909493,2,7,7,True,
train,5523,2971,2971,3,1351071862,3,2,2,True,
train,5524,3141,1825,0,1333540255,3,1,1,True,
train,5525,2767,1439,2,1336202028,4,1,1,True,
train,5526,2767,1817,3,1336692670,5,3,6,True,
train,5527,1817,1590,6,1336816797,2,10,11,True,
train,5528,1817,1825,0,1337166112,3,2,4,True,
train,5529,1817,1817,0,1334014581,3,1,1,True,
train,5530,1825,1817,6,1338765038,2,2,2,True,
train,5531,1817,2122,0,1338978497,2,1,2,True,
train,5532,2767,2122,3,1334286951,3,1,1,True,
train,5533,749,1817,1,1341443429,2,1,1,True,
train,5534,190,2122,2,1341594383,2,1,1,True,
train,5535,2767,1817,3,1344555317,2,4,8,True,
train,5536,1817,2510,0,1334879467,4,1,1,True,
train,5537,3141,2510,1,1350432270,2,1,1,True,
train,5538,1817,3141,0,1351035755,2,1,4,True,
train,5539,3406,1817,4,1351468937,6,2,2,True,
train,5540,1817,1817,0,1351812813,7,2,9,True,
train,5541,1817,3141,0,1352419601,8,2,7,True,
train,5542,1825,1817,3,1335396687,6,2,4,True,
train,5543,1817,3141,0,1335914897,2,1,2,True,
train,5544,994,2484,2,1342076905,3,2,2,True,
train,5545,994,2791,0,1344213709,2,1,1,True,
train,5546,994,2791,0,1344472732,2,1,2,True,
train,5547,994,994,6,1345304511,3,3,5,True,
train,5548,2791,994,0,1346840958,2,22,80,True,
train,5549,2791,1329,0,1347614641,4,9,11,True,
train,5550,994,2791,0,1350607208,3,2,6,True,
train,5551,1760,994,0,1352160061,3,22,82,True,
train,5552,3858,4005,7,1335101282,2,1,1,True,
train,5553,1672,4860,7,1343476506,2,5,7,True,
train,5554,1656,2198,3,1346871051,2,3,4,True,
train,5555,1672,1336,7,1347721920,4,3,3,True,
train,5556,1521,3117,3,1341515993,2,3,3,True,
train,5557,1246,4860,7,1341754513,3,3,3,True,
train,5558,3117,4324,3,1342086065,5,1,1,True,
train,5559,4498,4132,1,1339150789,2,2,2,True,
train,5560,1189,4498,3,1339463343,2,1,1,True,
train,5561,2038,1302,0,1336182005,4,1,1,True,
train,5562,1302,2038,0,1336544117,5,2,2,True,
train,5563,2038,1302,0,1336786354,2,1,2,True,
train,5564,1302,2038,2,1337212814,5,2,2,True,
train,5565,1564,2038,2,1337645415,2,2,3,True,
train,5566,2038,1302,0,1338979056,4,1,3,True,
train,5567,2038,1302,0,1339581964,5,1,4,True,
train,5568,2038,1564,0,1341270900,2,1,6,True,
train,5569,1302,1564,4,1341632995,5,1,2,True,
train,5570,1564,1564,0,1342517924,2,2,9,True,
train,5571,1564,1564,2,1344554549,3,1,1,True,
train,5572,1302,1302,0,1351070569,3,2,5,True,
train,5573,1302,1564,4,1334376448,3,1,1,True,
train,5574,1513,790,3,1336675371,3,1,1,True,
train,5575,233,54,7,1336844652,2,1,1,True,
train,5576,353,60,3,1337094836,6,2,2,True,
train,5577,1024,405,0,1337363969,3,4,4,True,
train,5578,1553,1595,3,1337800749,8,10,11,True,
train,5579,2070,880,3,1338236445,23,4,4,True,
train,5580,249,172,2,1333524932,4,1,1,True,
train,5581,3517,727,0,1336082682,2,2,2,True,
train,5582,1652,3517,3,1336507847,2,5,6,True,
train,5583,351,656,5,1336901996,7,2,2,True,
train,5584,3517,351,3,1337411208,12,2,2,True,
train,5585,907,1652,1,1338457953,2,2,3,True,
train,5586,254,2859,3,1342517849,2,6,6,True,
train,5587,246,351,3,1334054311,7,1,1,True,
train,5588,342,3517,3,1334259753,2,1,1,True,
train,5589,3517,656,7,1335063437,20,1,1,True,
train,5590,1652,234,3,1335340377,3,8,9,True,
train,5591,656,3517,4,1335663493,4,1,1,True,
train,5592,4730,4630,0,1333532348,2,1,1,True,
train,5593,1319,356,7,1336220261,3,5,5,True,
train,5594,4106,587,1,1336564741,7,1,1,True,
train,5595,3337,4106,7,1336955782,3,2,2,True,
train,5596,4106,4730,0,1337300865,4,2,7,True,
train,5597,3359,4106,3,1334122107,9,1,1,True,
train,5598,4106,4730,0,1338942568,3,2,9,True,
train,5599,4106,4730,0,1339116080,2,2,10,True,
train,5600,722,3337,6,1339260956,2,1,1,True,
train,5601,3337,4106,3,1339556892,2,5,6,True,
train,5602,3188,799,7,1339989522,2,3,3,True,
train,5603,4630,3337,3,1334356855,4,1,1,True,
train,5604,1407,3337,6,1341784927,2,2,2,True,
train,5605,793,465,5,1345273642,2,1,1,True,
train,5606,3188,1242,7,1347690251,2,1,1,True,
train,5607,4971,4974,3,1351692668,2,4,4,True,
train,5608,4106,4730,1,1334892520,3,1,1,True,
train,5609,3359,4106,2,1335401125,9,1,1,True,
train,5610,1810,3188,6,1335664277,4,1,1,True,
train,5611,3337,3188,3,1335895147,2,1,1,True,
train,5612,1498,3502,5,1336901130,4,1,2,True,
train,5613,3502,347,3,1341795860,2,4,6,True,
train,5614,3502,347,3,1342054549,3,4,7,True,
train,5615,347,347,1,1342487559,3,6,34,True,
train,5616,1177,3502,6,1343598391,2,4,4,True,
train,5617,3870,347,6,1344215118,2,1,1,True,
train,5618,556,2906,7,1333849576,2,1,1,True,
train,5619,2906,1177,5,1345279708,2,7,7,True,
train,5620,3502,3502,0,1334185115,2,2,3,True,
train,5621,3502,3502,0,1334617319,5,2,4,True,
train,5622,628,175,3,1334941626,4,2,2,True,
train,5623,1498,3502,5,1335139697,2,1,1,True,
train,5624,2298,4346,2,1333523514,5,1,2,True,
train,5625,2298,2298,7,1336212190,9,4,4,True,
train,5626,2298,3817,3,1336490626,6,5,7,True,
train,5627,2298,3817,7,1336850934,5,3,3,True,
train,5628,3817,2700,3,1337237443,6,3,3,True,
train,5629,1755,3817,7,1338147481,5,4,4,True,
train,5630,2298,3817,2,1334065180,12,2,2,True,
train,5631,4739,2155,3,1338525013,2,1,1,True,
train,5632,1479,1355,7,1334418669,7,2,2,True,
train,5633,2298,3817,3,1334773112,3,3,3,True,
train,5634,3817,4346,3,1335252251,6,1,2,True,
train,5635,232,3817,7,1335634701,2,2,2,True,
train,5636,223,702,3,1341652723,2,2,2,True,
train,5637,1299,3775,7,1343455136,3,4,7,True,
train,5638,3793,4072,5,1344694934,3,1,1,True,
train,5639,6,244,3,1337963596,2,4,5,True,
train,5640,880,3672,5,1339225445,2,3,3,True,
train,5641,925,190,0,1336737684,4,10,10,True,
train,5642,925,925,0,1337302770,2,1,3,True,
train,5643,674,925,3,1339117384,2,3,3,True,
train,5644,74,925,1,1334710781,4,2,2,True,
train,5645,113,925,1,1335403438,3,3,3,True,
train,5646,240,92,1,1333541789,4,1,1,True,
train,5647,4503,356,0,1336557616,3,31,59,True,
train,5648,1192,4503,0,1337130635,12,3,8,True,
train,5649,4503,1506,0,1337641051,2,1,1,True,
train,5650,2889,800,3,1337773879,2,1,3,True,
train,5651,2836,1661,3,1338269844,2,1,1,True,
train,5652,4503,1192,0,1334008767,9,2,2,True,
train,5653,800,4503,3,1334193621,4,1,1,True,
train,5654,2889,4503,0,1334630216,13,2,3,True,
train,5655,1192,4503,0,1335144308,11,2,4,True,
train,5656,4503,4503,0,1335489146,6,3,6,True,
train,5657,1519,1192,5,1335655368,2,2,2,True,
train,5658,1506,2889,0,1335912920,2,2,3,True,
train,5659,2889,1192,6,1336346934,7,1,1,True,
train,5660,2054,2054,2,1336441499,2,1,1,True,
train,5661,542,4481,7,1336829721,2,1,1,True,
train,5662,2054,2054,0,1337215665,5,3,6,True,
train,5663,1851,2396,3,1338143840,3,3,3,True,
train,5664,420,2054,3,1338861446,6,5,6,True,
train,5665,502,4481,7,1341672947,2,2,2,True,
train,5666,2054,4481,0,1342189306,3,1,1,True,
train,5667,2054,4481,0,1344605523,2,1,2,True,
train,5668,2396,4452,7,1344772307,3,3,3,True,
train,5669,48,2054,3,1334120146,2,1,1,True,
train,5670,186,4343,3,1335357547,21,3,3,True,
train,5671,3444,2773,4,1334960654,9,1,1,True,
train,5672,2211,4774,7,1335650900,69,1,1,True,
train,5673,1046,3603,1,1336431009,2,1,1,True,
train,5674,3603,3603,0,1337298340,5,3,4,True,
train,5675,1514,722,7,1338719460,4,5,7,True,
train,5676,722,1811,1,1339135988,2,2,2,True,
train,5677,348,3572,7,1339327754,3,1,1,True,
train,5678,3603,3603,0,1339995985,4,3,5,True,
train,5679,4332,3603,0,1334190912,4,1,1,True,
train,5680,348,3603,0,1341189505,2,4,6,True,
train,5681,3603,722,0,1341554283,7,6,6,True,
train,5682,3603,745,0,1343105572,2,2,2,True,
train,5683,1806,3603,0,1344213688,2,4,8,True,
train,5684,3572,815,7,1351397682,4,2,2,True,
train,5685,1806,3603,0,1351813934,4,4,10,True,
train,5686,2278,1806,7,1334536838,4,1,1,True,
train,5687,3603,3603,2,1334730829,2,1,1,True,
train,5688,4222,1361,7,1335013385,3,3,3,True,
train,5689,3697,356,4,1333872146,3,3,3,True,
train,5690,184,1061,3,1342606240,3,9,16,True,
train,5691,595,1137,3,1335268855,5,4,4,True,
train,5692,3226,1336,7,1335627723,7,1,1,True,
train,5693,822,1632,6,1336209899,4,1,1,True,
train,5694,356,1061,3,1337008554,3,4,7,True,
train,5695,1284,41,6,1337415748,6,1,1,True,
train,5696,348,1061,3,1339219339,3,7,12,True,
train,5697,500,179,0,1339059203,2,13,20,True,
train,5698,1046,670,3,1341488338,3,7,7,True,
train,5699,4604,4413,0,1341800641,3,3,3,True,
train,5700,435,727,3,1343478189,2,7,7,True,
train,5701,526,500,6,1334536276,3,1,1,True,
train,5702,3908,3908,0,1333538620,3,1,1,True,
train,5703,958,601,1,1336564173,4,1,1,True,
train,5704,3908,1287,4,1336787836,3,1,3,True,
train,5705,1724,3908,2,1337178225,7,5,6,True,
train,5706,3908,1287,0,1337648011,3,3,10,True,
train,5707,1724,3908,2,1338298818,3,5,7,True,
train,5708,1287,3908,0,1333974301,6,2,2,True,
train,5709,1287,1287,2,1338855969,4,2,4,True,
train,5710,1704,1287,2,1339028701,2,3,5,True,
train,5711,3908,1287,3,1340238338,2,2,2,True,
train,5712,1287,3908,3,1334314528,7,2,2,True,
train,5713,958,1704,1,1342069452,7,2,3,True,
train,5714,3908,1287,3,1342485028,5,2,3,True,
train,5715,1287,1287,6,1344213033,3,2,3,True,
train,5716,1287,1287,0,1344940440,11,4,15,True,
train,5717,1287,1287,2,1334622469,4,1,1,True,
train,5718,958,495,1,1347596133,2,1,1,True,
train,5719,1287,601,3,1351313742,7,2,2,True,
train,5720,1287,3908,6,1351437863,2,3,3,True,
train,5721,1287,1287,0,1351763092,2,4,16,True,
train,5722,2575,3908,1,1352244559,4,4,6,True,
train,5723,3908,1724,6,1335676923,5,1,1,True,
train,5724,1287,1724,6,1336209746,11,2,2,True,
train,5725,2164,4440,3,1337017048,8,4,4,True,
train,5726,3714,1274,6,1338174352,2,3,3,True,
train,5727,1682,1070,1,1339579820,5,1,1,True,
train,5728,2335,1682,1,1340000006,9,5,8,True,
train,5729,2783,1463,1,1342139639,4,6,6,True,
train,5730,331,1274,7,1343531730,3,3,3,True,
train,5731,1274,1463,5,1334528090,4,1,1,True,
train,5732,956,178,6,1351420167,2,2,2,True,
train,5733,64,1274,7,1335064386,3,2,2,True,
train,5734,681,3672,6,1335687709,8,1,1,True,
train,5735,1682,2335,2,1336037256,2,1,2,True,
train,5736,2335,1241,2,1336466086,2,2,2,True,
train,5737,2911,2611,2,1333539863,3,1,1,True,
train,5738,3143,2911,2,1335346416,3,2,2,True,
train,5739,2667,3704,6,1335688634,6,1,1,True,
train,5740,2911,2483,2,1336113897,4,1,1,True,
train,5741,2911,3143,3,1336473654,8,1,1,True,
train,5742,2483,2702,6,1336967764,3,1,2,True,
train,5743,3143,2483,1,1337059705,3,1,1,True,
train,5744,2702,2611,0,1337225214,4,1,1,True,
train,5745,2911,3201,6,1333789015,3,1,1,True,
train,5746,3704,2483,4,1337420998,3,1,1,True,
train,5747,2911,2483,0,1337919961,4,1,1,True,
train,5748,3143,2702,6,1338186734,3,2,3,True,
train,5749,3143,3201,2,1338275767,2,1,1,True,
train,5750,2483,2667,2,1339137624,4,1,1,True,
train,5751,2667,2702,6,1339387644,3,3,4,True,
train,5752,2611,2702,1,1339566625,3,2,2,True,
train,5753,2702,2911,1,1340001328,3,1,5,True,
train,5754,2702,2483,1,1341474835,5,2,2,True,
train,5755,3704,2611,2,1342513667,6,2,4,True,
train,5756,2667,2702,1,1344914905,4,3,4,True,
train,5757,2911,2483,2,1345195390,2,2,4,True,
train,5758,2702,3201,4,1334448422,6,1,1,True,
train,5759,2702,2702,2,1351147134,2,6,12,True,
train,5760,2667,2702,2,1351760363,2,6,13,True,
train,5761,3143,2702,2,1334645006,4,2,2,True,
train,5762,2702,2911,1,1334908605,5,1,2,True,
train,5763,56,1785,1,1333518902,3,1,1,True,
train,5764,681,3114,6,1333937054,3,1,1,True,
train,5765,2775,308,0,1345190262,2,4,4,True,
train,5766,162,53,7,1347721846,3,4,4,True,
train,5767,3114,207,1,1334235043,2,1,1,True,
train,5768,4631,136,2,1334804932,4,1,1,True,
train,5769,3895,4631,7,1335105265,4,1,1,True,
train,5770,2158,2498,0,1336101132,3,2,2,True,
train,5771,2158,2498,1,1336532498,3,2,3,True,
train,5772,759,1654,3,1336816005,3,1,1,True,
train,5773,2158,2498,0,1337653844,3,2,3,True,
train,5774,1907,21,3,1334229680,3,1,1,True,
train,5775,2158,2498,0,1341447018,2,2,4,True,
train,5776,2498,1907,1,1334754524,2,1,1,True,
train,5777,3632,2498,3,1334883766,2,1,1,True,
train,5778,2498,1907,1,1335186697,4,3,4,True,
train,5779,2498,1907,1,1335351664,2,4,6,True,
train,5780,1843,4869,0,1352210486,5,1,1,True,
train,5781,1102,488,1,1337659456,2,2,2,True,
train,5782,1629,234,3,1338291302,3,17,22,True,
train,5783,1503,648,1,1338528979,3,4,4,True,
train,5784,2810,2810,7,1339252440,5,1,1,True,
train,5785,488,2906,3,1339417484,2,2,3,True,
train,5786,2810,488,5,1341738913,3,1,1,True,
train,5787,1097,997,2,1342186209,6,1,1,True,
train,5788,378,488,3,1344657173,6,5,7,True,
train,5789,488,2810,6,1345375667,2,1,1,True,
train,5790,423,488,3,1345262331,2,6,8,True,
train,5791,2133,2564,7,1347717648,4,3,3,True,
train,5792,192,445,2,1350047530,2,1,1,True,
train,5793,1236,407,6,1351405598,3,1,1,True,
train,5794,1290,107,1,1351665971,3,2,2,True,
train,5795,622,488,7,1335691424,2,1,1,True,
train,5796,2260,1569,6,1336816824,6,1,1,True,
train,5797,488,2810,3,1337170711,10,1,1,True,
train,5798,946,1249,2,1338294210,2,1,1,True,
train,5799,736,2454,6,1339837732,2,2,3,True,
train,5800,4158,968,3,1341337200,2,3,3,True,
train,5801,908,1674,2,1334133500,2,2,2,True,
train,5802,1642,271,4,1335665207,3,2,5,True,
train,5803,3240,1382,3,1336158616,5,1,1,True,
train,5804,1642,856,0,1336558099,4,2,2,True,
train,5805,1642,271,5,1337412985,20,5,8,True,
train,5806,1642,271,0,1338174253,9,11,16,True,
train,5807,1642,271,0,1338511998,2,11,17,True,
train,5808,1642,271,4,1339203148,6,2,8,True,
train,5809,1642,271,1,1339482721,3,5,6,True,
train,5810,125,271,3,1340236520,4,10,10,True,
train,5811,962,271,0,1333951046,2,1,1,True,
train,5812,1642,962,0,1334194805,4,1,2,True,
train,5813,1642,271,4,1334454932,5,2,2,True,
train,5814,1642,271,0,1334623893,2,3,3,True,
train,5815,271,2581,4,1335144624,8,1,1,True,
train,5816,1642,962,0,1335485367,6,1,3,True,
train,5817,966,3170,0,1344912847,2,3,3,True,
train,5818,963,1362,3,1346850950,2,6,11,True,
train,5819,1511,271,6,1337418100,26,6,6,True,
train,5820,747,3167,3,1337650766,4,5,7,True,
train,5821,850,1391,0,1338261468,13,2,5,True,
train,5822,1391,1343,2,1338533854,2,2,2,True,
train,5823,850,1391,0,1338863067,10,2,6,True,
train,5824,3167,2344,0,1339063650,3,1,1,True,
train,5825,1292,2344,7,1334398150,7,1,1,True,
train,5826,1631,850,0,1334734528,7,1,1,True,
train,5827,3167,1303,0,1336100936,5,1,1,True,
train,5828,3167,1391,0,1336533828,8,2,2,True,
train,5829,2622,2689,3,1336739227,6,3,4,True,
train,5830,2574,2280,3,1333483423,2,1,1,True,
train,5831,2192,4563,0,1336157437,4,3,6,True,
train,5832,2881,4563,2,1336654749,2,3,4,True,
train,5833,4257,4563,3,1337621295,4,6,7,True,
train,5834,2815,909,3,1339182495,9,21,27,True,
train,5835,963,4199,3,1339627703,18,2,2,True,
train,5836,3027,963,7,1339947811,5,10,13,True,
train,5837,4199,2192,3,1340230013,4,2,6,True,
