split,sample_idx,target_poi_id,target_epoch,traj_len,positive_unique_count,positive_fact_count,parsed_ok,note
train,5776,1907,1334754524,2,2,2,True,
train,5777,2498,1334883766,2,2,3,True,
train,5778,1907,1335186697,4,6,6,True,
train,5779,1907,1335351664,2,7,8,True,
train,5780,4869,1352210486,5,1,1,True,
train,5781,488,1337659456,2,13,25,True,
train,5782,234,1338291302,3,80,161,True,
train,5783,648,1338528979,3,36,36,True,
train,5784,2810,1339252440,5,2,3,True,
train,5785,2906,1339417484,2,29,30,True,
train,5786,488,1341738913,3,23,36,True,
train,5787,997,1342186209,6,5,5,True,
train,5788,488,1344657173,6,26,41,True,
train,5789,2810,1345375667,2,3,5,True,
train,5790,488,1345262331,2,26,42,True,
train,5791,2564,1347717648,4,8,10,True,
train,5792,445,1350047530,2,4,4,True,
train,5793,407,1351405598,3,2,2,True,
train,5794,107,1351665971,3,9,9,True,
train,5795,488,1335691424,2,6,10,True,
train,5796,1569,1336816824,6,6,8,True,
train,5797,2810,1337170711,10,1,1,True,
train,5798,1249,1338294210,2,1,1,True,
train,5799,2454,1339837732,2,7,7,True,
train,5800,968,1341337200,2,2,2,True,
train,5801,1674,1334133500,2,1,1,True,
train,5802,271,1335665207,3,32,36,True,
train,5803,1382,1336158616,5,1,1,True,
train,5804,856,1336558099,4,6,6,True,
train,5805,271,1337412985,20,49,58,True,
train,5806,271,1338174253,9,54,65,True,
train,5807,271,1338511998,2,56,68,True,
train,5808,271,1339203148,6,61,74,True,
train,5809,271,1339482721,3,63,77,True,
train,5810,271,1340236520,4,64,78,True,
train,5811,271,1333951046,2,8,8,True,
train,5812,962,1334194805,4,1,1,True,
train,5813,271,1334454932,5,13,13,True,
train,5814,271,1334623893,2,14,15,True,
train,5815,2581,1335144624,8,5,5,True,
train,5816,962,1335485367,6,2,2,True,
train,5817,3170,1344912847,2,8,12,True,
train,5818,1362,1346850950,2,29,55,True,
train,5819,271,1337418100,26,49,59,True,
train,5820,3167,1337650766,4,5,15,True,
train,5821,1391,1338261468,13,5,10,True,
train,5822,1343,1338533854,2,8,10,True,
train,5823,1391,1338863067,10,8,13,True,
train,5824,2344,1339063650,3,13,14,True,
train,5825,2344,1334398150,7,1,1,True,
train,5826,850,1334734528,7,1,1,True,
train,5827,1303,1336100936,5,1,1,True,
train,5828,1391,1336533828,8,2,3,True,
train,5829,2689,1336739227,6,5,6,True,
train,5830,2280,1333483423,2,0,0,True,
train,5831,4563,1336157437,4,7,21,True,
train,5832,4563,1336654749,2,7,22,True,
train,5833,4563,1337621295,4,9,24,True,
train,5834,909,1339182495,9,67,109,True,
train,5835,4199,1339627703,18,7,8,True,
train,5836,963,1339947811,5,62,82,True,
train,5837,2192,1340230013,4,7,9,True,
train,5838,2192,1340751681,2,8,10,True,
train,5839,2574,1341822323,4,7,7,True,
train,5840,3170,1342221770,21,7,10,True,
train,5841,4563,1342397983,4,17,47,True,
train,5842,4563,1334149992,9,2,3,True,
train,5843,4563,1343572137,2,17,48,True,
train,5844,3359,1344136827,4,24,30,True,
train,5845,2632,1344673828,11,7,9,True,
train,5846,4563,1344893978,6,21,54,True,
train,5847,1917,1345184678,4,18,34,True,
train,5848,4563,1345390188,5,24,58,True,
train,5849,4563,1334558626,7,3,6,True,
train,5850,966,1345287028,3,58,88,True,
train,5851,2264,1346907436,3,20,22,True,
train,5852,4563,1347709603,13,26,61,True,
train,5853,4563,1350035149,3,27,63,True,
train,5854,4199,1335069142,8,2,2,True,
train,5855,2192,1335393103,12,3,3,True,
train,5856,4563,1335550599,3,6,17,True,
train,5857,477,1341471168,2,29,33,True,
train,5858,1615,1342153847,3,7,8,True,
train,5859,1490,1351227126,2,7,7,True,
train,5860,4841,1339490811,7,1,2,True,
train,5861,2516,1333501510,3,1,1,True,
train,5862,2967,1336537507,6,5,6,True,
train,5863,2417,1336778557,6,7,27,True,
train,5864,2417,1337383498,15,8,35,True,
train,5865,2417,1337787963,2,8,36,True,
train,5866,2967,1339044196,4,10,12,True,
train,5867,2417,1339464181,2,11,39,True,
train,5868,2417,1339602372,2,11,40,True,
train,5869,2967,1341290253,4,11,14,True,
train,5870,2516,1341618872,8,14,45,True,
train,5871,2516,1342223968,11,15,50,True,
train,5872,3977,1342608361,10,4,11,True,
train,5873,2417,1347666606,2,17,56,True,
train,5874,2516,1334359477,11,2,5,True,
train,5875,2516,1334964215,17,3,12,True,
train,5876,2417,1335569141,14,4,20,True,
train,5877,2516,1336059869,4,5,20,True,
train,5878,2762,1338299823,12,0,0,True,
train,5879,4189,1338520904,4,4,5,True,
train,5880,2762,1338811136,7,3,3,True,
train,5881,4831,1339043037,3,5,11,True,
train,5882,4189,1339385132,7,6,7,True,
train,5883,2394,1339712028,3,23,44,True,
train,5884,2394,1339971624,4,24,46,True,
train,5885,2905,1340229236,2,6,8,True,
train,5886,2394,1341181201,2,24,47,True,
train,5887,2762,1341823133,17,4,5,True,
train,5888,2904,1342302821,7,5,5,True,
train,5889,2394,1343460093,4,28,56,True,
train,5890,2394,1343599539,3,28,57,True,
train,5891,4189,1344218753,5,8,13,True,
train,5892,2394,1336777610,4,6,14,True,
train,5893,4189,1344725085,19,9,20,True,
train,5894,2394,1345428295,6,32,69,True,
train,5895,2762,1347694309,9,9,11,True,
train,5896,4189,1349653237,5,11,25,True,
train,5897,2394,1350079280,9,34,76,True,
train,5898,4435,1350430506,6,3,6,True,
train,5899,4189,1336964997,2,1,1,True,
train,5900,4245,1350639485,15,11,13,True,
train,5901,3882,1337247184,4,0,0,True,
train,5902,4831,1337419239,9,1,3,True,
train,5903,4831,1337586266,3,2,5,True,
train,5904,337,1338127789,4,6,7,True,
train,5905,282,1339999976,3,0,0,True,
train,5906,2085,1341475584,3,6,6,True,
train,5907,4567,1344685344,4,9,9,True,
train,5908,3683,1334935611,3,1,1,True,
train,5909,4567,1336869336,2,3,3,True,
train,5910,1745,1352117363,28,13,26,True,
train,5911,58,1338654435,2,11,11,True,
train,5912,4692,1339064457,2,2,2,True,
train,5913,11,1334222964,2,0,0,True,
train,5914,1159,1343496323,3,3,3,True,
train,5915,3884,1344762619,3,3,3,True,
train,5916,1234,1334723120,2,1,1,True,
train,5917,2761,1347710505,10,21,23,True,
train,5918,1799,1349689135,2,7,12,True,
train,5919,4453,1350092990,3,3,4,True,
train,5920,4453,1351422741,19,5,7,True,
train,5921,1799,1343103535,2,2,2,True,
train,5922,4461,1352153383,2,7,11,True,
train,5923,3425,1344621235,8,20,64,True,
train,5924,2726,1344936295,7,2,3,True,
train,5925,2726,1345421252,4,4,6,True,
train,5926,1799,1345283382,2,5,8,True,
train,5927,2228,1337637832,2,3,4,True,
train,5928,2228,1338511281,3,4,6,True,
train,5929,2228,1338672229,3,5,8,True,
train,5930,507,1338934546,2,2,3,True,
train,5931,966,1339056721,2,38,65,True,
train,5932,1890,1350982187,2,12,16,True,
train,5933,507,1337033568,2,1,1,True,
train,5934,2228,1337303646,2,2,2,True,
train,5935,1187,1336114859,4,4,4,True,
train,5936,250,1336833987,4,8,8,True,
train,5937,4768,1337237706,3,0,0,True,
train,5938,3440,1337653282,2,1,1,True,
train,5939,1530,1339178166,9,6,6,True,
train,5940,227,1339571248,2,3,5,True,
train,5941,1457,1340764825,2,4,5,True,
train,5942,1187,1341299764,2,11,12,True,
train,5943,719,1333975950,2,0,0,True,
train,5944,3048,1342181651,7,6,6,True,
train,5945,1187,1342593340,9,17,21,True,
train,5946,1187,1343113457,2,17,22,True,
train,5947,3623,1343495112,2,7,7,True,
train,5948,456,1334327412,3,2,2,True,
train,5949,350,1334727739,4,13,15,True,
train,5950,2919,1335088673,2,0,0,True,
train,5951,4015,1333446669,5,0,0,True,
train,5952,4015,1336118604,9,5,12,True,
train,5953,3294,1336540285,10,5,20,True,
train,5954,2645,1336709954,5,2,2,True,
train,5955,4045,1339045116,11,6,11,True,
train,5956,977,1339468049,2,40,61,True,
train,5957,4015,1334304829,10,2,4,True,
train,5958,4015,1334897498,18,3,7,True,
train,5959,4015,1335500534,15,4,9,True,
train,5960,979,1333484554,5,1,1,True,
train,5961,584,1335649856,14,50,92,True,
train,5962,2768,1335904892,6,9,15,True,
train,5963,716,1336203047,14,11,11,True,
train,5964,336,1336308887,4,13,15,True,
train,5965,3297,1336513240,8,10,17,True,
train,5966,2578,1337163431,24,8,15,True,
train,5967,2283,1337409998,7,6,7,True,
train,5968,2578,1337650736,4,9,17,True,
train,5969,3297,1338157730,19,13,23,True,
train,5970,979,1338324008,6,86,144,True,
train,5971,2768,1338496964,4,16,35,True,
train,5972,979,1338760178,7,97,158,True,
train,5973,993,1339062940,6,1,1,True,
train,5974,2472,1339162698,3,9,10,True,
train,5975,2283,1339583492,7,8,9,True,
train,5976,2628,1339973410,9,8,8,True,
train,5977,2472,1340200813,4,11,12,True,
train,5978,3297,1340576920,3,19,31,True,
train,5979,2039,1340747665,5,6,6,True,
train,5980,2283,1341207459,3,9,10,True,
train,5981,979,1341386770,3,126,210,True,
train,5982,3297,1341786407,29,23,38,True,
train,5983,2578,1342207128,19,18,34,True,
train,5984,2578,1342391207,11,18,35,True,
train,5985,336,1342616253,3,27,33,True,
train,5986,993,1342867707,3,5,6,True,
train,5987,979,1334181145,12,11,12,True,
train,5988,584,1343596546,14,173,297,True,
train,5989,2768,1344170901,2,28,57,True,
train,5990,2578,1344577548,9,24,41,True,
train,5991,336,1344777606,8,30,36,True,
train,5992,993,1345114746,4,8,9,True,
train,5993,2578,1345416447,10,28,47,True,
train,5994,993,1345292863,9,9,10,True,
train,5995,979,1334407697,9,17,19,True,
train,5996,1242,1334569370,2,0,0,True,
train,5997,2768,1334787521,7,5,8,True,
train,5998,716,1334993277,9,5,5,True,
train,5999,968,1335387734,16,0,0,True,
train,6000,854,1335629072,2,1,1,True,
train,6001,760,1335881749,5,16,23,True,
train,6002,1171,1336126965,2,4,4,True,
train,6003,2908,1337178211,2,3,3,True,
train,6004,854,1337645555,2,5,5,True,
train,6005,2035,1341485998,2,6,6,True,
train,6006,2184,1342438937,4,10,12,True,
train,6007,1868,1343601719,9,6,7,True,
train,6008,4905,1344192171,3,2,4,True,
train,6009,4905,1344745269,16,4,8,True,
train,6010,977,1344927271,5,65,91,True,
train,6011,3521,1345181970,5,8,11,True,
train,6012,4905,1345384019,3,5,10,True,
train,6013,2481,1345299162,6,1,2,True,
train,6014,4905,1346846138,5,6,11,True,
train,6015,2137,1347196506,5,13,21,True,
train,6016,2137,1347717941,10,14,24,True,
train,6017,1868,1349682634,3,14,18,True,
train,6018,3294,1350079412,9,13,34,True,
train,6019,1868,1350429029,5,15,19,True,
train,6020,1868,1350633225,5,16,20,True,
train,6021,977,1351085346,15,78,111,True,
train,6022,977,1352250558,8,79,114,True,
train,6023,2137,1341544300,2,1,1,True,
train,6024,1868,1341729645,2,2,2,True,
train,6025,2079,1342186882,7,3,3,True,
train,6026,3521,1342607981,14,3,5,True,
train,6027,3521,1342921243,3,3,6,True,
train,6028,3521,1343098003,2,4,7,True,
train,6029,2008,1336187160,3,1,1,True,
train,6030,4810,1338981596,2,5,11,True,
train,6031,2008,1339294809,8,8,11,True,
train,6032,4810,1339611678,12,8,15,True,
train,6033,2008,1339995590,5,9,12,True,
train,6034,4810,1341399398,4,10,21,True,
train,6035,2008,1336380979,8,1,2,True,
train,6036,979,1341746046,7,136,226,True,
train,6037,4810,1342202320,9,12,26,True,
train,6038,2008,1343635025,5,13,20,True,
train,6039,2008,1345179443,4,13,21,True,
train,6040,1719,1345414180,2,61,111,True,
train,6041,4810,1347197635,2,15,33,True,
train,6042,4810,1350034155,3,16,34,True,
train,6043,2447,1351233298,2,15,20,True,
train,6044,4810,1336911699,7,2,4,True,
train,6045,356,1337221369,5,188,279,True,
train,6046,2098,1337415557,3,2,3,True,
train,6047,2008,1338090734,6,7,9,True,
train,6048,1249,1338726310,2,2,2,True,
train,6049,444,1333866124,4,0,0,True,
train,6050,1407,1334546076,3,11,19,True,
train,6051,709,1333540039,3,1,1,True,
train,6052,901,1335672747,3,2,3,True,
train,6053,901,1336874790,2,3,4,True,
train,6054,901,1337071804,3,5,6,True,
train,6055,901,1338097898,2,5,7,True,
train,6056,901,1339304313,2,6,8,True,
train,6057,3514,1334227663,3,0,0,True,
train,6058,901,1342579972,2,8,10,True,
train,6059,1236,1344770202,2,33,55,True,
train,6060,3659,1336093845,2,4,11,True,
train,6061,3659,1336525768,2,5,13,True,
train,6062,3659,1336957230,5,6,15,True,
train,6063,1532,1337232396,4,2,3,True,
train,6064,3659,1338513346,2,8,19,True,
train,6065,3659,1338944856,5,9,22,True,
train,6066,920,1339217009,3,4,5,True,
train,6067,1532,1341293335,3,4,5,True,
train,6068,425,1341662828,2,2,2,True,
train,6069,3659,1334279331,2,1,1,True,
train,6070,1532,1334898896,4,0,0,True,
train,6071,1129,1335539427,13,1,1,True,
train,6072,876,1344618511,2,15,15,True,
train,6073,234,1334547638,5,19,36,True,
train,6074,982,1335410029,6,4,6,True,
train,6075,3091,1337223927,2,1,1,True,
train,6076,4698,1339209031,3,2,5,True,
train,6077,4698,1339498418,4,3,10,True,
train,6078,4637,1334944744,7,20,23,True,
train,6079,4821,1336889512,7,12,12,True,
train,6080,1884,1350624282,3,1,1,True,
train,6081,1149,1351064813,2,0,0,True,
train,6082,1149,1352098745,2,1,1,True,
train,6083,2909,1336962258,8,3,9,True,
train,6084,3935,1337404269,2,5,6,True,
train,6085,2909,1339124440,2,5,12,True,
train,6086,2909,1340763699,2,6,14,True,
train,6087,2141,1345286547,3,6,6,True,
train,6088,2909,1334802168,3,1,2,True,
train,6089,2909,1335489417,3,2,5,True,
train,6090,3161,1337334218,2,2,2,True,
train,6091,1632,1338120848,4,16,20,True,
train,6092,973,1336563011,3,2,4,True,
train,6093,3547,1337048513,2,3,5,True,
train,6094,973,1334143346,4,1,2,True,
train,6095,434,1339121364,3,40,41,True,
train,6096,973,1339587085,4,5,7,True,
train,6097,617,1351308384,2,6,6,True,
train,6098,3547,1335233578,2,1,1,True,
train,6099,480,1335676722,2,16,17,True,
train,6100,1761,1339324660,2,9,9,True,
train,6101,4608,1344609775,2,0,0,True,
train,6102,2265,1344754061,3,27,69,True,
train,6103,437,1347698042,5,51,70,True,
train,6104,3434,1339167166,2,3,3,True,
train,6105,1341,1343443757,2,3,8,True,
train,6106,423,1336206288,4,12,12,True,
train,6107,1240,1337363665,2,4,4,True,
train,6108,3036,1333501421,2,0,0,True,
train,6109,3036,1337144012,4,3,3,True,
train,6110,3036,1341467602,4,4,6,True,
train,6111,348,1341643413,2,245,413,True,
train,6112,4798,1342175494,9,2,3,True,
train,6113,429,1342427829,2,33,34,True,
train,6114,1097,1334240850,3,2,2,True,
train,6115,1097,1352205141,4,16,20,True,
train,6116,1523,1333537348,6,0,0,True,
train,6117,336,1336303100,9,12,14,True,
train,6118,3327,1337227607,8,10,16,True,
train,6119,4302,1337608047,3,5,5,True,
train,6120,1349,1337972524,4,5,5,True,
train,6121,4302,1338298250,7,7,8,True,
train,6122,4302,1333883013,6,1,1,True,
train,6123,1186,1338535176,2,8,8,True,
train,6124,4389,1339057199,3,25,35,True,
train,6125,3327,1339295853,6,15,23,True,
train,6126,4399,1339584192,2,19,34,True,
train,6127,3327,1339985259,3,16,25,True,
train,6128,3327,1334192173,6,2,3,True,
train,6129,272,1343480218,2,10,11,True,
train,6130,3327,1334375110,4,2,4,True,
train,6131,1267,1347687125,3,7,7,True,
train,6132,3327,1334545085,3,3,5,True,
train,6133,4302,1334753818,3,2,2,True,
train,6134,3327,1334890112,2,5,7,True,
train,6135,3327,1335068393,4,7,9,True,
train,6136,1472,1335378221,9,5,5,True,
train,6137,1777,1336541743,10,3,9,True,
train,6138,584,1336737813,2,66,124,True,
train,6139,687,1337361255,2,7,7,True,
train,6140,1107,1338297211,4,4,6,True,
train,6141,356,1339064309,2,266,388,True,
train,6142,814,1339931242,4,16,19,True,
train,6143,814,1334469791,3,2,2,True,
train,6144,814,1334923062,8,4,4,True,
train,6145,1777,1336097089,2,2,6,True,
train,6146,370,1338104693,2,4,4,True,
train,6147,4109,1339256988,3,2,2,True,
train,6148,998,1341720094,2,1,1,True,
train,6149,2469,1343560419,5,7,7,True,
train,6150,4109,1347695500,4,3,3,True,
train,6151,16,1334422208,2,0,0,True,
train,6152,665,1335606371,2,5,8,True,
train,6153,3325,1336215447,2,1,1,True,
train,6154,4177,1333576390,6,0,0,True,
train,6155,4351,1338111678,3,9,23,True,
train,6156,3287,1344759719,2,5,8,True,
train,6157,4351,1333961487,10,2,3,True,
train,6158,4351,1335338603,64,4,16,True,
train,6159,4935,1335686836,9,4,11,True,
train,6160,4935,1335876937,2,5,13,True,
train,6161,1066,1336380929,18,3,9,True,
train,6162,4177,1336973911,4,6,15,True,
train,6163,4177,1337212519,6,6,16,True,
train,6164,2958,1338449014,4,7,7,True,
train,6165,2868,1339215028,20,5,8,True,
train,6166,4439,1341566345,2,6,16,True,
train,6167,4439,1341991750,4,8,18,True,
train,6168,2803,1342177535,3,3,4,True,
train,6169,2298,1343116997,3,23,32,True,
train,6170,2868,1345364162,2,7,11,True,
train,6171,3812,1337392911,45,2,11,True,
train,6172,2868,1337652624,2,0,0,True,
train,6173,1527,1337805089,3,2,3,True,
train,6174,4439,1337948765,5,4,11,True,
train,6175,1815,1338315247,8,2,2,True,
train,6176,4856,1342872984,5,8,30,True,
train,6177,4148,1343640663,22,7,11,True,
train,6178,3507,1344216419,5,5,9,True,
train,6179,3929,1344503707,2,5,5,True,
train,6180,979,1344653716,2,159,271,True,
train,6181,4856,1344880891,12,11,40,True,
train,6182,979,1345303792,13,169,282,True,
train,6183,4148,1346839056,2,9,13,True,
train,6184,4856,1338834790,10,1,1,True,
train,6185,4860,1347727179,11,8,16,True,
train,6186,4856,1350080797,9,14,44,True,
train,6187,1632,1351419380,8,51,68,True,
train,6188,4856,1351703499,4,16,49,True,
train,6189,1667,1352261881,5,44,63,True,
train,6190,404,1338968696,4,94,139,True,
train,6191,4856,1339606795,9,2,5,True,
train,6192,4856,1339995964,16,3,10,True,
train,6193,4856,1340244506,6,3,11,True,
train,6194,2069,1340775061,3,3,3,True,
train,6195,3929,1341830023,16,3,3,True,
train,6196,4856,1342599722,41,7,28,True,
train,6197,1948,1333521017,3,0,0,True,
train,6198,3124,1336118608,3,1,4,True,
train,6199,3098,1336441576,3,3,5,True,
train,6200,4793,1336803789,12,1,1,True,
train,6201,2254,1337249951,14,3,4,True,
train,6202,3098,1337615789,4,6,10,True,
train,6203,4793,1337950255,2,3,3,True,
train,6204,3098,1338825467,3,7,12,True,
train,6205,4793,1339166399,6,6,7,True,
train,6206,3098,1333966337,2,1,1,True,
train,6207,1427,1341384622,2,8,8,True,
train,6208,4793,1351009849,3,7,9,True,
train,6209,1948,1334148787,6,2,2,True,
train,6210,356,1334397084,2,54,71,True,
train,6211,3098,1334835500,9,2,3,True,
train,6212,1281,1335177685,7,5,8,True,
train,6213,356,1335405295,4,102,150,True,
train,6214,4205,1335598750,3,3,4,True,
train,6215,4205,1336039301,4,3,5,True,
train,6216,4205,1336840870,2,4,6,True,
train,6217,3183,1337337648,8,6,7,True,
train,6218,3642,1337643696,2,3,4,True,
train,6219,4205,1338300650,3,8,12,True,
train,6220,3446,1338512591,2,4,6,True,
train,6221,3446,1338854570,2,5,8,True,
train,6222,4205,1339169089,5,10,15,True,
train,6223,3446,1339372807,3,6,11,True,
train,6224,4205,1339593001,3,11,17,True,
train,6225,4205,1341818280,4,13,19,True,
train,6226,4205,1342177893,7,14,22,True,
train,6227,3446,1342483373,5,10,18,True,
train,6228,3642,1334533460,3,0,0,True,
train,6229,4205,1335370055,2,1,2,True,
train,6230,4638,1333532245,11,1,1,True,
train,6231,3230,1338249091,4,14,22,True,
train,6232,2761,1339128347,2,12,13,True,
train,6233,3230,1340242713,3,15,23,True,
train,6234,3230,1340761684,2,16,24,True,
train,6235,4355,1334452409,48,1,2,True,
train,6236,4325,1335361644,53,3,12,True,
train,6237,4325,1344678883,3,7,28,True,
train,6238,1463,1344891590,2,111,117,True,
train,6239,4971,1351414961,2,14,14,True,
train,6240,4355,1335664966,5,3,6,True,
train,6241,4913,1351759987,2,2,2,True,
train,6242,4325,1352243148,4,10,32,True,
train,6243,3319,1335866145,5,1,1,True,
train,6244,4325,1336211772,20,5,18,True,
train,6245,1991,1337246938,43,7,8,True,
train,6246,3302,1337655467,6,10,13,True,
train,6247,1281,1337934028,2,18,25,True,
train,6248,4353,1338519929,2,2,2,True,
train,6249,688,1339266601,5,3,3,True,
train,6250,4172,1339881866,3,6,6,True,
train,6251,4353,1341799837,2,3,5,True,
train,6252,2577,1343472082,3,1,1,True,
train,6253,963,1333539134,7,1,1,True,
train,6254,3184,1334282226,23,2,3,True,
train,6255,3184,1334541286,11,2,4,True,
train,6256,3184,1334888172,11,4,8,True,
train,6257,3184,1335690059,33,5,14,True,
train,6258,288,1336186928,9,12,14,True,
train,6259,3184,1337227455,46,7,29,True,
train,6260,348,1339399464,2,210,361,True,
train,6261,3756,1339585082,4,3,3,True,
train,6262,3392,1339863160,2,6,6,True,
train,6263,1819,1341382685,2,4,4,True,
train,6264,3186,1341703153,6,1,1,True,
train,6265,348,1343622274,4,274,451,True,
train,6266,1425,1345109025,2,17,20,True,
train,6267,421,1350966726,2,43,55,True,
train,6268,1816,1351408787,6,10,11,True,
train,6269,3391,1336560668,2,2,2,True,
train,6270,356,1336698191,2,149,217,True,
train,6271,770,1337131002,5,6,10,True,
train,6272,234,1339222372,15,101,192,True,
train,6273,3391,1339619477,12,5,10,True,
train,6274,770,1339982236,5,9,18,True,
train,6275,356,1340240652,3,308,449,True,
train,6276,2794,1341465360,2,10,10,True,
train,6277,3391,1341570023,2,8,14,True,
train,6278,3391,1342092322,10,10,16,True,
train,6279,2244,1334054958,6,1,2,True,
train,6280,3391,1343401305,2,10,17,True,
train,6281,770,1343611038,2,12,24,True,
train,6282,770,1344216538,3,13,25,True,
train,6283,770,1345425816,4,14,26,True,
train,6284,356,1350435706,2,428,614,True,
train,6285,356,1350954143,3,434,621,True,
train,6286,1617,1351327944,5,9,9,True,
train,6287,770,1352081038,2,18,30,True,
train,6288,770,1352439272,2,20,32,True,
train,6289,2794,1334898494,8,1,1,True,
train,6290,770,1335317629,2,4,7,True,
train,6291,4587,1336106241,2,1,1,True,
train,6292,4587,1337094275,4,2,4,True,
train,6293,1762,1336207799,5,4,5,True,
train,6294,4076,1336559843,7,6,14,True,
train,6295,1762,1336901057,6,6,7,True,
train,6296,1489,1337395872,12,12,12,True,
train,6297,2365,1337642133,3,4,5,True,
train,6298,4076,1337898375,3,7,17,True,
train,6299,1489,1338290359,9,13,14,True,
train,6300,2837,1338760414,2,15,35,True,
train,6301,2837,1339019532,4,16,38,True,
train,6302,2837,1339364999,6,18,42,True,
train,6303,2837,1339710514,4,19,45,True,
train,6304,1762,1347695699,4,21,22,True,
train,6305,1630,1350360167,2,15,15,True,
train,6306,1871,1351378751,16,6,7,True,
train,6307,2837,1352411166,8,23,59,True,
train,6308,2837,1334786275,29,2,7,True,
train,6309,2365,1335228583,16,1,2,True,
train,6310,2837,1335477526,2,4,13,True,
train,6311,1762,1335655600,3,3,4,True,
train,6312,2837,1335909643,2,5,15,True,
train,6313,4244,1337225554,2,2,3,True,
train,6314,2875,1345385567,2,18,19,True,
train,6315,1442,1334628201,5,1,1,True,
train,6316,4665,1333797601,3,0,0,True,
train,6317,4360,1336778802,2,4,5,True,
train,6318,4465,1343560412,3,8,8,True,
train,6319,4465,1344518459,2,9,9,True,
train,6320,2845,1347699432,3,3,3,True,
train,6321,4360,1334404795,3,2,2,True,
train,6322,4426,1335664331,2,1,1,True,
train,6323,2467,1335493197,5,5,5,True,
train,6324,2644,1336456626,2,2,3,True,
train,6325,2957,1336703950,2,4,7,True,
train,6326,2025,1337132953,3,4,4,True,
train,6327,2957,1337310940,4,7,11,True,
train,6328,2957,1339041297,3,7,12,True,
train,6329,2644,1339992006,2,4,5,True,
train,6330,3147,1334036758,2,1,1,True,
train,6331,2467,1334721362,2,1,1,True,
train,6332,1970,1334983494,2,1,1,True,
train,6333,2550,1336443200,2,3,6,True,
train,6334,2550,1334022657,4,1,1,True,
train,6335,4853,1341287876,2,1,1,True,
train,6336,4853,1351130748,2,2,3,True,
train,6337,3442,1335175719,8,2,3,True,
train,6338,3186,1336377697,7,0,0,True,
train,6339,365,1337244578,9,4,4,True,
train,6340,274,1337786937,2,11,11,True,
train,6341,4052,1333967567,5,0,0,True,
train,6342,1212,1338271206,17,7,8,True,
train,6343,247,1338727472,3,1,1,True,
train,6344,3756,1339230463,6,2,2,True,
train,6345,1117,1339499711,3,7,11,True,
train,6346,4213,1334107994,2,2,2,True,
train,6347,2043,1334763024,5,1,1,True,
train,6348,4213,1334910523,4,4,6,True,
train,6349,4213,1335406241,2,5,8,True,
train,6350,4213,1335684077,3,6,11,True,
train,6351,1802,1336204268,5,7,10,True,
train,6352,4542,1336457646,10,6,10,True,
train,6353,4542,1336728805,4,7,12,True,
train,6354,4542,1336971665,10,7,13,True,
train,6355,2713,1337094757,4,5,7,True,
train,6356,4542,1337347392,2,8,14,True,
train,6357,4542,1337598023,6,9,15,True,
train,6358,4542,1333962510,8,0,0,True,
train,6359,4842,1338196040,3,43,50,True,
train,6360,2167,1338514502,4,2,2,True,
train,6361,3244,1339054314,2,69,136,True,
train,6362,4542,1339326358,3,10,16,True,
train,6363,3706,1343121948,3,11,13,True,
train,6364,1515,1345113510,3,43,99,True,
train,6365,988,1334481571,11,8,23,True,
train,6366,4542,1334983571,10,3,5,True,
train,6367,4542,1335377435,5,3,6,True,
train,6368,4542,1335873420,2,4,7,True,
train,6369,404,1339142331,3,99,144,True,
train,6370,1476,1337001296,2,4,6,True,
train,6371,1476,1339322664,3,6,8,True,
train,6372,350,1350093713,2,28,41,True,
train,6373,1476,1334148841,2,1,1,True,
train,6374,439,1334415946,4,0,0,True,
train,6375,4039,1335012258,2,3,4,True,
train,6376,979,1334211238,12,12,14,True,
train,6377,1434,1337760602,3,7,16,True,
train,6378,2878,1337944139,2,10,17,True,
train,6379,645,1338132631,3,2,2,True,
train,6380,192,1338291191,6,106,128,True,
train,6381,4226,1338530165,4,10,22,True,
train,6382,1434,1338848084,10,12,21,True,
train,6383,2287,1339053751,7,16,32,True,
train,6384,1472,1339262620,6,14,15,True,
train,6385,1434,1339624811,15,14,25,True,
train,6386,1434,1339971113,8,15,28,True,
train,6387,1434,1335344442,35,2,5,True,
train,6388,1434,1340233553,3,15,29,True,
train,6389,1326,1340775390,3,7,10,True,
train,6390,348,1341648403,21,246,414,True,
train,6391,2287,1341800308,3,23,49,True,
train,6392,1326,1341958806,2,8,11,True,
train,6393,2287,1342122191,2,25,52,True,
train,6394,1434,1342913272,3,18,34,True,
train,6395,4226,1343114886,2,14,26,True,
train,6396,2287,1335679886,5,3,8,True,
train,6397,4226,1343631069,2,15,27,True,
train,6398,645,1344789983,2,5,5,True,
train,6399,348,1335886728,2,85,164,True,
train,6400,3256,1347639364,2,14,14,True,
train,6401,4226,1350626722,5,16,28,True,
train,6402,1068,1351044327,5,4,4,True,
train,6403,4971,1351434411,5,26,27,True,
train,6404,742,1352245977,5,17,19,True,
train,6405,2287,1336439293,26,6,12,True,
train,6406,1912,1337222198,33,3,7,True,
train,6407,1434,1337422824,2,5,14,True,
train,6408,4226,1337655152,5,8,19,True,
train,6409,3935,1336909256,9,4,4,True,
train,6410,3399,1337775326,2,2,2,True,
train,6411,3935,1338713603,2,7,8,True,
train,6412,1425,1341731696,3,15,17,True,
train,6413,687,1334476860,3,0,0,True,
train,6414,1671,1345358324,4,10,10,True,
train,6415,2783,1335687547,4,0,0,True,
